county,state,Lat,Long_,Confirmed,Deaths
St. Mary,Louisiana,29.69262097,-91.44702164,1746,68
Ingham,Michigan,42.59716886,-84.37472069,1735,37
Trumbull,Ohio,41.31735028,-80.76109643,1735,117
Santa Cruz,California,37.05580291,-122.0066524,1726,7
Colquitt,Georgia,31.18810588,-83.7677946,1723,26
Chelan,Washington,47.87046092,-120.6173956,1713,11
Lauderdale,Mississippi,32.40419769,-88.66229662,1709,106
Monroe,Florida,25.20904673,-81.07812416,1704,15
Monroe,Pennsylvania,41.05934058,-75.34031025,1704,127
Sangamon,Illinois,39.75836914,-89.65872023,1701,37
Georgetown,South Carolina,33.43443342,-79.33202141,1699,37
Lebanon,Pennsylvania,40.36680311,-76.45651841,1694,57
Wilson,North Carolina,35.70625477,-77.917978,1694,36
Hot Spring,Arkansas,34.31709259,-92.95396325,1693,20
Outagamie,Wisconsin,44.41578887,-88.46565023,1692,19
Kenton,Kentucky,38.93950319,-84.53241199,1680,41
Clark,Indiana,38.48015445,-85.70510334,1677,51
Madison,Tennessee,35.61181957,-88.84076036,1675,36
Henderson,North Carolina,35.33788927,-82.4766782,1674,60
Maury,Tennessee,35.6187413,-87.07462444,1674,14
Litchfield,Connecticut,41.7937534,-73.2451475,1673,139
Barrow,Georgia,33.99148694,-83.71436292,1671,37
Liberty,Texas,30.15152688,-94.81205615,1670,42
Carroll,Maryland,39.56453592,-77.02373735,1665,122
Kent,Rhode Island,41.67106337,-71.57641596,1664,0
Pope,Arkansas,35.44871474,-93.03212219,1658,14
Fairfield,Ohio,39.75107189,-82.63088163,1653,40
Walworth,Wisconsin,42.66858202,-88.54163073,1652,27
Washington,Tennessee,36.29472368,-82.4945472,1650,9
Bonneville,Idaho,43.38713372,-111.6161537,1647,9
Porter,Indiana,41.45986947,-87.06848888,1642,41
Twin Falls,Idaho,42.35440512,-114.6685381,1640,34
Stafford,Virginia,38.41758738,-77.45917053,1639,10
Parker,Texas,32.77757172,-97.80500621,1632,24
Rockdale,Georgia,33.65145002,-84.02202167,1630,31
Hamblen,Tennessee,36.21990035,-83.26586179,1625,20
Leavenworth,Kansas,39.20183497,-95.03620809,1624,9
Kendall,Illinois,41.59081014,-88.42869583,1623,23
St. Charles,Louisiana,29.90709658,-90.35555967,1621,55
Crittenden,Arkansas,35.21247318,-90.30839406,1619,30
Rock,Wisconsin,42.67151616,-89.071479,1613,26
Walton,Florida,30.64204028,-86.16935664,1612,20
Bulloch,Georgia,32.39577406,-81.74811421,1610,21
Faulkner,Arkansas,35.14719007,-92.33717519,1610,8
Marshall,Iowa,42.03586837,-92.9990819,1606,29
Barnstable,Massachusetts,41.72980578,-70.28854339,1598,165
Trousdale,Tennessee,36.39026213,-86.16087954,1596,6
Niagara,New York,43.19898042,-78.74777412,1595,101
Darlington,South Carolina,34.33358335,-79.96027485,1592,45
Hale,Texas,34.07044901,-101.8268114,1591,41
Limestone,Alabama,34.81185586,-86.98310072,1591,14
Suffolk,Virginia,36.70155394,-76.63603554,1590,59
Sampson,North Carolina,34.98820368,-78.36914061,1587,20
Lancaster,South Carolina,34.68270843,-80.70513032,1582,35
Delaware,Ohio,40.27942393,-83.00457058,1580,20
Berrien,Michigan,41.95447397,-86.4131308,1578,70
St. Clair,Alabama,33.71902176,-86.31029372,1577,25
Nassau,Florida,30.61037141,-81.80297522,1574,16
Bastrop,Texas,30.10370699,-97.31206354,1571,25
Harnett,North Carolina,35.36731853,-78.87243571,1566,45
Pottawattamie,Iowa,41.33640314,-95.53907776,1565,34
Baldwin,Georgia,33.06882326,-83.24701748,1563,48
Kershaw,South Carolina,34.33988254,-80.58763164,1550,29
Nash,North Carolina,35.96575634,-77.98422508,1547,21
Washington,Wisconsin,43.36863664,-88.22974712,1543,29
Cleveland,North Carolina,35.33553364,-81.55204486,1537,32
Licking,Ohio,40.09136236,-82.48185785,1536,57
Sullivan,Tennessee,36.51240691,-82.30412917,1534,25
Beaver,Pennsylvania,40.6825484,-80.34921611,1532,96
New London,Connecticut,41.48896435,-72.10430976,1526,106
Tippecanoe,Indiana,40.38872739,-86.89413959,1515,13
Saline,Arkansas,34.64916145,-92.67583224,1509,11
Russell,Alabama,32.28725256,-85.18415324,1507,2
Sullivan,New York,41.71579493,-74.76394559,1506,48
Wicomico,Maryland,38.37301947,-75.62705831,1506,47
Hampton,Virginia,37.03513786,-76.35879121,1505,15
St. John the Baptist,Louisiana,30.12597499,-90.4753503,1503,95
Bee,Texas,28.41761668,-97.74215593,1496,22
Franklin,Pennsylvania,39.92956518,-77.72157791,1493,46
Fayette,Georgia,33.41357794,-84.49089434,1492,36
Granville,North Carolina,36.30337451,-78.65184241,1490,41
Canadian,Oklahoma,35.5426055,-97.98465569,1488,11
Cumberland,Pennsylvania,40.1625372,-77.26130755,1487,72
Putnam,New York,41.42630093,-73.74965532,1487,63
Gordon,Georgia,34.50487351,-84.87296253,1481,28
Tift,Georgia,31.45743864,-83.5236119,1479,48
Franklin,Alabama,34.44235334,-87.84289505,1475,25
DeSoto,Florida,27.18677893,-81.80941373,1460,21
Laurens,South Carolina,34.48244419,-82.00490796,1456,54
Chatham,North Carolina,35.70394416,-79.25541492,1452,56
Middlesex,Connecticut,41.45949668,-72.53714864,1438,192
Titus,Texas,33.21339719,-94.96797273,1436,22
Washington,Louisiana,30.85288548,-90.03866652,1436,60
Allen,Louisiana,30.65385745,-92.82442028,1434,37
Winnebago,Wisconsin,44.06886922,-88.64477096,1433,21
Walton,Georgia,33.78017694,-83.73552314,1429,46
Bolivar,Mississippi,33.79696941,-90.87372121,1428,46
Stanly,North Carolina,35.31647813,-80.25093221,1427,31
Grayson,Texas,33.62744998,-96.67753461,1421,24
Onslow,North Carolina,34.72607366,-77.42908179,1421,14
Neshoba,Mississippi,32.75339664,-89.11726492,1411,99
Jackson,Georgia,34.13794553,-83.56814788,1406,25
Lincoln,Arkansas,33.95317155,-91.74002806,1406,13
Lee,North Carolina,35.47623147,-79.17569362,1403,12
Dallas,Alabama,32.32688101,-87.1086671,1400,25
Lamar,Mississippi,31.20572971,-89.5077704,1399,26
Caldwell,North Carolina,35.95204977,-81.54799522,1393,14
Hunt,Texas,33.12351514,-96.08551032,1392,27
Tipton,Tennessee,35.501942,-89.73694895,1392,14
Cullman,Alabama,34.13020303,-86.86888037,1387,11
Warren,New Jersey,40.85951833,-74.99556527,1387,171
Cherokee,Texas,31.837258,-95.16559897,1385,14
Clark,Ohio,39.91592258,-83.78498252,1383,23
Sussex,New Jersey,41.13891592,-74.69118243,1383,197
Napa,California,38.50735751,-122.332839,1382,13
Colbert,Alabama,34.69847452,-87.80168544,1381,19
Lauderdale,Alabama,34.90171875,-87.65624729,1373,22
Seward,Kansas,37.19324632,-100.8507201,1373,4
Brunswick,North Carolina,34.070565,-78.22814204,1372,24
Garland,Arkansas,34.57692074,-93.14921604,1368,28
Thomas,Georgia,30.86392347,-83.91847289,1367,47
Oktibbeha,Mississippi,33.42491685,-88.87905132,1360,46
Sutter,California,39.03417539,-121.6945899,1325,8
Clay,Missouri,39.31132056,-94.41850862,1323,30
McLean,Illinois,40.48996987,-88.84621113,1323,16
Erie,Pennsylvania,41.99253829,-80.03301954,1321,30
Iberville,Louisiana,30.25734305,-91.3499598,1319,53
Nacogdoches,Texas,31.62017125,-94.61803994,1318,48
Ware,Georgia,31.05449097,-82.42224148,1318,42
Muskegon,Michigan,43.29123859,-86.15176712,1313,65
Mississippi,Arkansas,35.76271485,-90.0519437,1304,20
Habersham,Georgia,34.63331566,-83.53094677,1301,61
St. Francis,Arkansas,35.02201976,-90.74828138,1299,3
Kanawha,West Virginia,38.33860077,-81.52857054,1294,27
Rockwall,Texas,32.89779518,-96.40771592,1293,21
Lafayette,Mississippi,34.35687874,-89.48490961,1288,34
Wood,Ohio,41.36224827,-83.62285108,1288,61
Lake,Ohio,41.69710807,-81.23676539,1285,44
Autauga,Alabama,32.53952745,-86.64408227,1284,22
Warren,Mississippi,32.35810271,-90.83352619,1281,46
Flagler,Florida,29.45933576,-81.31508595,1279,15
Laurens,Georgia,32.46325233,-82.92221316,1276,40
Broome,New York,42.15903158,-75.81326086,1274,69
Panola,Mississippi,34.36398677,-89.95064249,1269,23
Washington,Maryland,39.60835778,-77.82002295,1267,32
Douglas,Kansas,38.88503636,-95.2925121,1264,8
Avoyelles,Louisiana,31.07796211,-92.00079449,1261,43
Rogers,Oklahoma,36.37004357,-95.60406759,1260,40
Taylor,Texas,32.30163422,-99.89007449,1260,33
Monroe,Michigan,41.92734151,-83.53749864,1258,26
Boone,Kentucky,38.97065142,-84.72615357,1255,25
Lowndes,Mississippi,33.47386518,-88.4419153,1252,53
Wichita,Texas,33.98842886,-98.7041034,1252,14
Grand Forks,North Dakota,47.92093639,-97.45450447,1251,10
Moore,North Carolina,35.30885257,-79.48474178,1251,21
Madison,Indiana,40.16143691,-85.71964711,1245,68
Sunflower,Mississippi,33.60192578,-90.58882684,1241,36
Jackson,Alabama,34.78144169,-85.99750489,1237,7
Buchanan,Missouri,39.65816401,-94.80138942,1234,10
Sandoval,New Mexico,35.68862401,-106.8687803,1234,37
Schenectady,New York,42.81668777,-74.05278291,1231,44
Caldwell,Texas,29.83668859,-97.61814775,1230,32
San Patricio,Texas,28.00880118,-97.51763891,1226,57
Talladega,Alabama,33.37823223,-86.16886178,1224,17
Leflore,Mississippi,33.55545125,-90.29900733,1222,74
Clermont,Ohio,39.04847534,-84.15375786,1220,14
St. Bernard,Louisiana,29.87761636,-89.51887093,1213,26
Okeechobee,Florida,27.3863362,-80.88944347,1211,15
Pennington,South Dakota,44.0025835,-102.8240777,1211,33
Comanche,Oklahoma,34.65973764,-98.47195055,1209,11
Hardin,Texas,30.33364686,-94.38931817,1206,19
Hunterdon,New Jersey,40.56335249,-74.91284156,1206,124
Guaynabo,Puerto Rico,18.345114,-66.114523,1203,0
Hardeman,Tennessee,35.20772017,-88.99161161,1201,22
Escambia,Alabama,31.1256789,-87.15918694,1190,21
Taylor,Florida,30.04848048,-83.60445406,1183,5
LaSalle,Illinois,41.3442613,-88.88633881,1180,45
Harrisonburg,Virginia,38.43542574,-78.87536254,1179,32
Lafayette,Florida,29.98484137,-83.18166636,1177,7
Williamsburg,South Carolina,33.62190129,-79.72767442,1171,36
Eagle,Colorado,39.62754308,-106.6933637,1169,9
Roanoke City,Virginia,37.27791025,-79.96189766,1169,15
Wharton,Texas,29.27765923,-96.22319248,1169,41
Polk,Georgia,34.00267074,-85.18677781,1168,15
Mower,Minnesota,43.67142874,-92.75234549,1165,3
Rice,Minnesota,44.3543376,-93.29658715,1159,8
Douglas,Washington,47.7361335,-119.692937,1146,7
Jefferson Davis,Louisiana,30.26896765,-92.81210004,1146,35
Sevier,Arkansas,33.99780401,-94.2424869,1146,12
Hampshire,Massachusetts,42.33997957,-72.65898478,1144,136
Spalding,Georgia,33.26310031,-84.28013991,1144,48
LaPorte,Indiana,41.54366008,-86.74072188,1140,31
Accomack,Virginia,37.76707161,-75.63234615,1139,18
Medina,Ohio,41.11770589,-81.8998621,1139,37
Wright,Minnesota,45.17297924,-93.96234781,1137,6
Baker,Florida,30.33060121,-82.28467476,1136,4
Yell,Arkansas,35.00292371,-93.41171338,1133,23
Vigo,Indiana,39.42944561,-87.39169027,1132,15
Blue Earth,Minnesota,44.03554215,-94.06699781,1124,5
Texas,Oklahoma,36.74777635,-101.4889765,1124,7
Chambers,Texas,29.70972016,-94.67154501,1123,5
Surry,North Carolina,36.41689489,-80.69102283,1118,15
Moore,Texas,35.83769242,-101.8930281,1112,18
Tolland,Connecticut,41.85853803,-72.3308481,1112,65
La Crosse,Wisconsin,43.90632465,-91.11451093,1109,1
Pike,Mississippi,31.17507789,-90.40392572,1109,44
Culpeper,Virginia,38.48199985,-77.9563087,1103,13
Medina,Texas,29.3557301,-99.11030298,1103,35
Wagoner,Oklahoma,35.96024096,-95.51911308,1102,23
Gila,Arizona,33.80190085,-110.8132779,1095,47
Bedford,Tennessee,35.51123746,-86.45549096,1094,14
St. Mary's,Maryland,38.30058422,-76.6062928,1091,55
Scott,Mississippi,32.4067041,-89.53789439,1087,22
Malheur,Oregon,43.1937027,-117.6227395,1085,17
Carver,Minnesota,44.82017001,-93.8009918,1084,4
Lea,New Mexico,32.79215361,-103.4123733,1084,10
Hardee,Florida,27.49293939,-81.80956574,1083,9
DeKalb,Illinois,41.89373302,-88.76958483,1082,33
Dodge,Wisconsin,43.41576662,-88.70928178,1076,5
Franklin,Louisiana,32.13675181,-91.67589857,1076,28
Monongalia,West Virginia,39.63218457,-80.04766838,1075,5
Allen,Ohio,40.77285242,-84.10802343,1071,51
Columbus,North Carolina,34.26744084,-78.65801424,1067,51
Chattahoochee,Georgia,32.34341231,-84.78809239,1066,2
Lincoln,North Carolina,35.48508185,-81.21740317,1066,10
Livingston,Michigan,42.60302282,-83.91297209,1066,29
Whatcom,Washington,48.82227976,-121.7490018,1065,39
Navarro,Texas,32.04620681,-96.47428766,1058,14
East Feliciana,Louisiana,30.84425359,-91.04976723,1056,43
Newton,Missouri,36.90519407,-94.3394104,1056,13
Wapello,Iowa,41.03064984,-92.40954728,1053,48
Copiah,Mississippi,31.86977774,-90.44565118,1048,31
Gallatin,Montana,45.54486106,-111.1692571,1046,3
Gibson,Tennessee,35.99438059,-88.93358327,1045,13
Caguas,Puerto Rico,18.211615,-66.050779,1044,0
Howard,Indiana,40.48527731,-86.11351892,1044,61
Bartholomew,Indiana,39.20744865,-85.89558181,1036,54
Evangeline,Louisiana,30.72985248,-92.39915924,1034,24
Toombs,Georgia,32.12059861,-82.32957247,1030,13
Floyd,Indiana,38.32117957,-85.90385377,1027,54
Holmes,Mississippi,33.12345854,-90.08923538,1027,54
Pontotoc,Mississippi,34.226046,-89.03636807,1025,11
Fond du Lac,Wisconsin,43.75354908,-88.48885325,1022,9
Miami,Ohio,40.0543329,-84.22871271,1022,43
Rockingham,Virginia,38.51006137,-78.87260325,1022,20
Tazewell,Illinois,40.50716185,-89.51404662,1019,9
San Benito,California,36.60308176,-121.069975,1018,7
Webster,Louisiana,32.70847669,-93.33121835,1016,19
Effingham,Georgia,32.36616021,-81.34280942,1010,14
Cass,Missouri,38.64789422,-94.353399,1009,9
Kosciusko,Indiana,41.24521668,-85.86312322,1009,16
Monroe,Mississippi,33.89236763,-88.4808438,1009,56
Franklin,North Carolina,36.081519,-78.28708884,1008,28
Monroe,Indiana,39.16130004,-86.52414358,1008,36
Wilkes,North Carolina,36.2084135,-81.16232895,1002,20
Payne,Oklahoma,36.07695283,-96.97584944,1001,5
Washington,Pennsylvania,40.19208869,-80.24582867,1001,25
Sheboygan,Wisconsin,43.72099677,-87.94579284,1000,8
Lee,Arkansas,34.78498904,-90.78383866,999,10
Oconee,South Carolina,34.75225169,-83.06742317,999,18
Skagit,Washington,48.48171488,-121.766131,997,22
Dawson,Nebraska,40.87028216,-99.8201461,995,9
Washington,Florida,30.61359259,-85.66002461,995,15
Camden,Georgia,30.92951916,-81.66601818,993,7
McCurtain,Oklahoma,34.11664328,-94.77222373,993,29
Webster,Iowa,42.42853483,-94.17987389,993,8
Albemarle,Virginia,38.02080697,-78.55481085,990,17
McDonald,Missouri,36.62869595,-94.34867205,985,9
Chilton,Alabama,32.85044126,-86.7173256,983,10
Dale,Alabama,31.43037123,-85.61095742,983,36
Grimes,Texas,30.54579585,-95.98902499,982,29
Okanogan,Washington,48.54855019,-119.7387224,981,6
Schuylkill,Pennsylvania,40.70497338,-76.2150785,980,51
Blount,Alabama,33.98210918,-86.56790593,979,7
Salem,New Jersey,39.58719656,-75.3469663,975,88
Delaware,Indiana,40.22787247,-85.39732772,971,55
Kitsap,Washington,47.63479026,-122.6436061,962,9
Clarendon,South Carolina,33.66610974,-80.21647898,959,62
Decatur,Georgia,30.87967778,-84.57619536,958,21
Jim Wells,Texas,27.73103938,-98.0904705,957,24
Chicot,Arkansas,33.26458973,-91.29539209,948,10
Calhoun,Michigan,42.24633834,-85.00493569,947,44
Coahoma,Mississippi,34.22772299,-90.60415045,946,17
Walker,Georgia,34.73376362,-85.30165174,946,21
Lincoln,Mississippi,31.53288662,-90.45391915,944,50
Franklin,Missouri,38.41127108,-91.07522826,943,19
Muscatine,Iowa,41.48370744,-91.1121697,943,51
Yazoo,Mississippi,32.77890365,-90.39656148,943,19
Wayne,Georgia,31.5521809,-81.91894878,941,22
Vernon,Louisiana,31.10884837,-93.18153838,939,38
El Dorado,California,38.77965956,-120.5233166,938,2
Newberry,South Carolina,34.28629098,-81.59935761,938,15
Chesterfield,South Carolina,34.64137396,-80.1564014,937,25
Greene,Ohio,39.69116283,-83.89032084,932,16
St. Francois,Missouri,37.81214171,-90.47598685,932,4
Beauregard,Louisiana,30.64836518,-93.34173616,928,31
Pointe Coupee,Louisiana,30.71409502,-91.60209535,928,37
Daviess,Kentucky,37.73028906,-87.0901948,923,11
Simpson,Mississippi,31.91282117,-89.91716179,923,39
Dyer,Tennessee,36.05931946,-89.41542855,917,9
Grenada,Mississippi,33.77036166,-89.80245083,917,31
Bowie,Texas,33.44626922,-94.41834132,914,43
Cape Girardeau,Missouri,37.38489388,-89.6843587,914,7
Coffee,Alabama,31.39932826,-85.98901039,914,5
Loudon,Tennessee,35.73939663,-84.31145275,914,3
Rutherford,North Carolina,35.40114178,-81.92112099,914,19
Marshall,Mississippi,34.76216286,-89.50299462,912,11
Lynchburg,Virginia,37.40021399,-79.19888138,911,5
Tallapoosa,Alabama,32.86698258,-85.79833053,911,79
Natchitoches,Louisiana,31.72321584,-93.09816516,908,22
Lyon,Kansas,38.45576156,-96.15275715,906,17
St. Clair,Michigan,42.92655373,-82.67937954,901,53
Clarke,Alabama,31.68099859,-87.83548597,900,12
Liberty,Georgia,31.82588896,-81.49251135,900,17
Macon,Tennessee,36.53157855,-86.00778595,896,15
Matagorda,Texas,28.81955746,-96.01230294,895,38
Macon,Illinois,39.86064913,-88.96342505,894,26
Yuba,California,39.26255932,-121.3535644,893,6
Dodge,Nebraska,41.58071748,-96.65598179,892,11
Jackson,Illinois,37.78595185,-89.38232563,892,20
Edgecombe,North Carolina,35.91230639,-77.59436892,891,19
Dickson,Tennessee,36.14669837,-87.35891709,890,9
Cape May,New Jersey,39.15008829,-74.80170244,888,92
Thurston,Washington,46.9291895,-122.8290656,888,12
Lincoln,Louisiana,32.6003154,-92.6659741,887,39
Levy,Florida,29.31829741,-82.74007147,886,6
Taney,Missouri,36.65465345,-93.04075153,886,3
Hardin,Kentucky,37.6976111,-85.96319251,885,9
Ozaukee,Wisconsin,43.38352225,-87.94625009,885,18
Craven,North Carolina,35.11833364,-77.08398081,884,26
Crawford,Arkansas,35.58928601,-94.2446814,883,6
Shelby,Kentucky,38.21476019,-85.194223,882,23
Vance,North Carolina,36.36880673,-78.40670845,882,42
Madison,Kentucky,37.71659336,-84.27220275,881,3
Colleton,South Carolina,32.87582989,-80.67641292,877,39
Leake,Mississippi,32.7536828,-89.52402044,875,31
Wakulla,Florida,30.16548905,-84.39895211,873,7
Marshall,Indiana,41.32467367,-86.26185087,871,23
Sherburne,Minnesota,45.44447208,-93.77617511,871,12
Appling,Georgia,31.74847232,-82.28909114,869,23
Garfield,Oklahoma,36.3791334,-97.78265517,865,11
Chambers,Alabama,32.91360079,-85.39072749,860,38
Coles,Illinois,39.51949084,-88.22358557,860,21
Fayette,Tennessee,35.19615831,-89.41399032,859,10
Toa Alta,Puerto Rico,18.362406,-66.246616,858,0
Union,Mississippi,34.49162015,-89.00776006,857,21
Hoke,North Carolina,35.01888303,-79.23651674,853,12
Sioux,Iowa,43.08221074,-96.1767568,852,3
Anderson,Tennessee,36.12684348,-84.19965764,851,8
Tate,Mississippi,34.65133709,-89.94485778,851,32
Clay,Minnesota,46.89289518,-96.48761922,850,40
Coryell,Texas,31.39078397,-97.79936155,850,10
Jefferson,Wisconsin,43.02054068,-88.77529134,848,6
Tuscarawas,Ohio,40.44214695,-81.47226262,848,16
Boone,Illinois,42.32359279,-88.82345779,846,23
Madison,Florida,30.44396917,-83.47398594,844,14
Sumter,Georgia,32.03650571,-84.19821492,844,59
Toa Baja,Puerto Rico,18.431446,-66.213553,844,0
Platte,Nebraska,41.57246836,-97.52144359,842,3
Wayne,Mississippi,31.64135687,-88.69573913,842,21
Halifax,North Carolina,36.25669272,-77.6556109,841,10
Pueblo,Colorado,38.17359144,-104.5127437,841,34
Montgomery,North Carolina,35.33155144,-79.90416657,840,17
Portage,Ohio,41.16793482,-81.19735782,838,65
Madison,Texas,30.96694679,-95.93003775,834,5
Summit,Utah,40.86688146,-110.9535882,832,1
Garfield,Colorado,39.59921777,-107.902708,830,4
Lincoln,South Dakota,43.27841182,-96.7203905,830,2
Chester,South Carolina,34.69249168,-81.1583216,829,18
Saratoga,New York,43.10904162,-73.86653895,829,17
Christian,Kentucky,36.89267803,-87.49055367,824,10
Bryan,Georgia,32.00979311,-81.44002948,823,9
Rensselaer,New York,42.71348136,-73.51089874,823,40
Lake,Tennessee,36.3418017,-89.48921915,822,1
Willacy,Texas,26.47411727,-97.61535848,822,42
Catoosa,Georgia,34.89872298,-85.13757014,821,17
West Baton Rouge,Louisiana,30.46058217,-91.30989571,820,38
Dubois,Indiana,38.36597551,-86.8792417,819,17
DeWitt,Texas,29.08101855,-97.3568117,817,25
Boone,Indiana,40.0509304,-86.46841646,814,46
Butler,Alabama,31.75300095,-86.68057478,813,36
Henderson,Tennessee,35.65581134,-88.38600175,813,6
Crawford,Iowa,42.03718237,-95.3819718,812,3
Pike,Alabama,31.80396383,-85.9408295,809,7
St. Louis,Minnesota,47.6048407,-92.46879855,808,23
De Soto,Louisiana,32.05457447,-93.74130302,807,32
Union,Louisiana,32.83121059,-92.3749373,807,39
Gulf,Florida,29.93543004,-85.2427099,806,10
Santa Fe,New Mexico,35.50708973,-105.9774716,806,4
Williamson,Illinois,37.73033511,-88.92994027,806,11
Gonzales,Texas,29.45634206,-97.49424032,805,12
Henry,Virginia,36.68542395,-79.87634026,803,15
Covington,Alabama,31.2477854,-86.45050893,800,22
Mercer,Ohio,40.54043046,-84.62912742,799,17
Kandiyohi,Minnesota,45.1526059,-95.00586446,798,1
Warren,Tennessee,35.6728299,-85.77969117,798,7
Jackson,Michigan,42.24807035,-84.42258681,797,40
Stephens,Georgia,34.55151201,-83.29405315,796,24
Worcester,Maryland,38.21274277,-75.33200012,794,23
Hancock,Indiana,39.82304555,-85.77566351,793,41
Bay,Michigan,43.70639106,-83.98731479,792,41
Lamar,Texas,33.66981763,-95.57404777,791,24
Carter,Tennessee,36.28969086,-82.12588974,790,18
Deaf Smith,Texas,34.96522957,-102.6054267,790,19
Oldham,Kentucky,38.39791089,-85.448222,790,23
Harrison,Texas,32.54935988,-94.36934071,787,26
Noble,Indiana,41.39672484,-85.41966713,787,30
Pottawatomie,Oklahoma,35.20614018,-96.94923008,787,9
Cerro Gordo,Iowa,43.08177563,-93.2612239,786,20
Henderson,Texas,32.21128872,-95.85846587,786,16
Weakley,Tennessee,36.29896232,-88.71990865,785,11
Windham,Connecticut,41.82972709,-71.98182316,785,15
Obion,Tennessee,36.35732446,-89.14921589,782,7
Madison,Louisiana,32.36918118,-91.23973355,781,7
Berkeley,West Virginia,39.46704621,-78.02414609,780,11
Chittenden,Vermont,44.46322849,-73.08359212,779,39
Greene,Tennessee,36.17470125,-82.84691273,779,11
Marion,Mississippi,31.23132643,-89.8209217,776,25
York,Maine,43.47808377,-70.71052375,776,15
Cole,Missouri,38.50455671,-92.27860244,775,4
Polk,Texas,30.79472531,-94.8276624,774,16
Bledsoe,Tennessee,35.59942968,-85.20611967,772,3
Calvert,Maryland,38.53961642,-76.56820632,772,28
Creek,Oklahoma,35.90230551,-96.37086028,769,21
Cecil,Maryland,39.56647682,-75.94627411,768,31
Eau Claire,Wisconsin,44.726614,-91.28609183,768,6
McDowell,North Carolina,35.67736232,-82.0482425,767,24
Cherokee,South Carolina,35.05122251,-81.61828622,765,32
McMinn,Tennessee,35.42812616,-84.61520715,765,21
Shenandoah,Virginia,38.85905135,-78.56813762,763,48
Hanover,Virginia,37.7583355,-77.49464673,762,34
Jackson,Oregon,42.43201126,-122.7289309,762,2
Elko,Nevada,41.14531606,-115.3577619,761,3
Washington,Oklahoma,36.71380786,-95.90514104,761,39
Butler,Pennsylvania,40.91152759,-79.91351055,760,18
Adams,Mississippi,31.47669768,-91.35326037,759,31
Clinton,Iowa,41.89981633,-90.53275096,758,9
Frederick,Virginia,39.20172582,-78.25974949,758,10
Pettis,Missouri,38.72798918,-93.28471706,758,8
Cumberland,Tennessee,35.95271721,-84.99840585,757,8
Erie,Ohio,41.36796058,-82.62904521,756,36
Hood,Texas,32.42990927,-97.83242024,756,21
St. James,Louisiana,30.02531716,-90.80212061,755,35
Marathon,Wisconsin,44.89792533,-89.75863384,753,13
Jefferson,Tennessee,36.04818632,-83.45148924,752,6
Lenoir,North Carolina,35.2403259,-77.64245615,752,12
Pender,North Carolina,34.52265624,-77.90352133,752,4
Johnson,Arkansas,35.56759135,-93.46036368,749,4
Coffee,Tennessee,35.49090731,-86.07311784,742,6
Warren,Iowa,41.33559454,-93.56007641,742,5
Dillon,South Carolina,34.39007791,-79.37741872,735,28
Sabine,Louisiana,31.56388699,-93.55433981,735,13
Adams,Illinois,39.98815591,-91.18786813,734,7
Karnes,Texas,28.90705334,-97.85960149,734,11
Gilmer,Georgia,34.69316688,-84.45802506,733,5
Rockingham,North Carolina,36.39593137,-79.77504841,733,8
Warrick,Indiana,38.08922676,-87.2716085,732,31
Fauquier,Virginia,38.73564842,-77.80647472,731,9
Independence,Arkansas,35.74242707,-91.57001641,731,4
Walla Walla,Washington,46.23040051,-118.4775539,731,4
Pearl River,Mississippi,30.77090935,-89.58677275,726,48
Lawrence,Tennessee,35.21675201,-87.39787695,725,9
James City,Virginia,37.31156958,-76.76950618,723,18
Colfax,Nebraska,41.57486951,-97.0868542,718,5
Harris,Georgia,32.73709786,-84.90538572,718,21
Haywood,Tennessee,35.58332824,-89.28536625,718,10
Lassen,California,40.67311306,-120.5935099,715,0
Lauderdale,Tennessee,35.75893438,-89.6301591,712,12
Trujillo Alto,Puerto Rico,18.336159,-65.998884,712,0
Morgan,Colorado,40.2627981,-103.8093302,711,48
Covington,Mississippi,31.63225413,-89.55389939,709,17
Rusk,Texas,32.10773545,-94.76176432,709,4
Muskogee,Oklahoma,35.61318461,-95.37802952,706,16
Mitchell,Georgia,31.22483255,-84.19381821,705,44
Graham,Arizona,32.93166885,-109.8882178,702,22
Cheatham,Tennessee,36.26136216,-87.08903581,701,10
Emanuel,Georgia,32.59221302,-82.30239915,698,22
Randolph,Illinois,38.05095369,-89.82512254,697,7
Murray,Georgia,34.78897608,-84.74993177,695,3
Pittsylvania,Virginia,36.81980341,-79.39731264,695,4
Washington,Rhode Island,41.45961631,-71.61435303,694,0
Wayne,Ohio,40.82925852,-81.88844833,693,61
Bradford,Florida,29.95079741,-82.16611613,692,5
Marion,Alabama,34.13697363,-87.88704173,691,28
Bladen,North Carolina,34.61296243,-78.56180059,689,9
Richland,Ohio,40.77180308,-82.5379961,689,17
Winston,Mississippi,33.08747908,-89.03391385,688,19
Reno,Kansas,37.95230263,-98.08607292,687,1
Hamilton,Florida,30.49673973,-82.94998918,686,4
Riley,Kansas,39.28935726,-96.73420026,686,5
Dixie,Florida,29.60631086,-83.15724673,685,4
Deschutes,Oregon,43.91570171,-121.2289121,681,11
Jackson,Indiana,38.9091582,-86.03851889,681,8
Monroe,Tennessee,35.44550387,-84.24902965,681,14
Lonoke,Arkansas,34.75392199,-91.88742357,679,3
Richland,Louisiana,32.41391005,-91.76634876,678,9
Belmont,Ohio,40.01625942,-80.9924051,677,26
